,Mean of Top 100 Fit Estimates,Std of Top 100 Fit Estimates,Max of Top 100 Fit Estimates,Min of Top 1% Fit Estimates,Best Fit Estimate
p(walk),0.9996131715758274,1.3792508987916827e-09,0.9996131745047139,0.9996131704516966,0.9996131745043714
