,Mean of Top 100 Fit Estimates,Std of Top 100 Fit Estimates,Max of Top 100 Fit Estimates,Min of Top 1% Fit Estimates,Best Fit Estimate
p(walk),0.9997929877398687,6.339177313263095e-10,0.9997929882827705,0.9997929862800049,0.9997929882780483
