,Mean of Top 100 Fit Estimates,Std of Top 100 Fit Estimates,Max of Top 100 Fit Estimates,Min of Top 1% Fit Estimates,Best Fit Estimate,Best Fit NMSE
p(walk),0.9996405806690248,6.558032837589056e-11,0.9996405807340923,0.9996405805139416,0.999640580729651,0.00017867291997832507
