,Mean of Top 100 Fit Estimates,Std of Top 100 Fit Estimates,Max of Top 100 Fit Estimates,Min of Top 1% Fit Estimates,Best Fit Estimate,Best Fit NMSE
p(walk),0.99961317138416,1.3172068526193579e-09,0.9996131745071348,0.999613170222098,0.9996131745071348,0.002138144817140973
