,Mean of Top 100 Fit Estimates,Std of Top 100 Fit Estimates,Max of Top 100 Fit Estimates,Min of Top 1% Fit Estimates,Best Fit Estimate,Best Fit NMSE
p(walk),0.9997929876209564,8.184062956071899e-10,0.9997929882799191,0.99979298549314,0.999792988277591,5.5662514319999294
