,Mean of Top 100 Fit Estimates,Std of Top 100 Fit Estimates,Max of Top 100 Fit Estimates,Min of Top 1% Fit Estimates,Best Fit Estimate
p(walk),0.9995667970455667,1.1612871417338639e-10,0.9995667972035076,0.9995667968658825,0.9995667971991461
