,Mean of Top 100 Fit Estimates,Std of Top 100 Fit Estimates,Max of Top 100 Fit Estimates,Min of Top 100 Fit Estimates,Best Fit Estimate,Best Fit Log Likelihood
p(walk),0.9997023636505831,9.26534238989784e-10,0.9997023680268451,0.9997023630321775,0.9997023680268451,-105483.81844267537
