,Mean of Top 100 Fit Estimates,Std of Top 100 Fit Estimates,Max of Top 100 Fit Estimates,Min of Top 100 Fit Estimates,Best Fit Estimate,Best Fit WMSE
p(walk),0.9997929877066344,7.250708061206007e-10,0.9997929882799317,0.9997929858256744,0.9997929882784774,5.56625143199993
