,Mean of Top 100 Fit Estimates,Std of Top 100 Fit Estimates,Max of Top 100 Fit Estimates,Min of Top 100 Fit Estimates,Best Fit Estimate,Best Fit Log Likelihood
p(walk),0.9998433993562803,4.8099921812130394e-12,0.9998433993661533,0.9998433993454598,0.9998433993661533,-23240.307020534317
