,Mean of Top 100 Fit Estimates,Std of Top 100 Fit Estimates,Max of Top 100 Fit Estimates,Min of Top 100 Fit Estimates,Best Fit Estimate,Best Fit Log Likelihood
p(walk),0.9998257673151221,5.1629173977291005e-12,0.9998257673285331,0.9998257673043848,0.9998257673198548,-122128.78201116183
