,Mean of Top 100 Fit Estimates,Std of Top 100 Fit Estimates,Max of Top 100 Fit Estimates,Min of Top 100 Fit Estimates,Best Fit Estimate,Best Fit Log Likelihood
p(walk),0.9997321003252746,8.082956745899479e-12,0.9997321003451052,0.9997321003100751,0.9997321003146731,-2263257.474951243
