,Mean of Top 100 Fit Estimates,Std of Top 100 Fit Estimates,Max of Top 100 Fit Estimates,Min of Top 100 Fit Estimates,Best Fit Estimate,Best Fit Log Likelihood
p(walk),0.9997144257158382,1.1184539987060093e-11,0.9997144257492258,0.9997144256916716,0.9997144257314504,-519124.7182438237
